Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,year_count,miles driven
Mahindra Xylo D2 BS III,Ahmedabad,2010,91596,First,14.95,2489.0,93.7,7.0,1.28,1.85,1,0,0,0,1,14,56915.098116
Porsche Cayenne Base,Kochi,2019,14298,First,13.33,2995.0,340.0,5.0,1.36,2.02,0,0,1,1,0,5,8884.362558
Maruti Swift Dzire VDi,Hyderabad,2013,83327,First,19.3,1248.0,73.9,5.0,1.28,5.8,1,0,0,0,1,11,51776.981317
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,22857,First,16.2,1199.0,74.0,5.0,1.28,6.9,0,0,1,0,1,7,14202.676947
Hyundai Verna 1.6 VTVT,Chennai,2013,34620,Second,17.01,1591.0,121.3,5.0,1.28,5.35,0,0,1,0,1,11,21511.86402
Hyundai i10 Era 1.1,Bangalore,2010,56000,First,19.81,1086.0,68.05,5.0,1.28,2.85,0,0,1,0,1,14,34796.776
Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000,First,13.0,2143.0,204.0,5.0,1.28,22.75,1,0,0,1,0,10,50331.051
Maruti Zen LXI,Jaipur,1998,95150,Third,17.3,993.0,60.0,5.0,1.28,0.45,0,0,1,0,1,26,59123.45065
Hyundai i10 Sportz,Coimbatore,2013,32776,First,20.36,1197.0,78.9,5.0,1.28,4.64,0,0,1,0,1,11,20366.055896
Honda Amaze S i-Dtech,Coimbatore,2016,51587,First,25.8,1498.0,98.6,5.0,1.28,5.27,1,0,0,0,1,8,32054.665777000002
Tata Safari Storme VX,Jaipur,2016,36000,First,14.1,2179.0,148.0,7.0,1.28,10.0,1,0,0,0,1,8,22369.356
Honda Brio 1.2 S MT,Mumbai,2015,22000,First,18.5,1198.0,86.8,5.0,1.28,3.95,0,0,1,0,1,9,13670.162
Hyundai i20 Asta,Kochi,2010,30754,First,17.0,1197.0,80.0,5.0,1.28,3.38,0,0,1,0,1,14,19109.643734
Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,2018,37109,First,14.69,1390.0,120.33,5.0,1.28,16.8,0,0,1,0,1,6,23058.456439
Honda Jazz Select Edition,Kolkata,2010,45000,First,16.7,1198.0,88.8,5.0,1.28,1.99,0,0,1,0,1,14,27961.695
Hyundai Grand i10 Sportz,Coimbatore,2017,33284,First,18.9,1197.0,82.0,5.0,1.28,5.84,0,0,1,0,1,7,20681.712364
Jaguar XF Diesel,Coimbatore,2016,55115,First,14.74,2993.0,270.9,5.0,1.28,36.15,1,0,0,1,0,8,34246.862665
Jaguar XF 2.2 Litre Luxury,Kolkata,2014,18000,First,16.36,2179.0,187.7,5.0,1.28,25.7,1,0,0,1,0,10,11184.678
Mahindra XUV500 W8 2WD,Coimbatore,2013,130790,First,16.0,2179.0,140.0,7.0,1.28,9.24,1,0,0,0,1,11,81269.11309
Maruti S Cross DDiS 320 Alpha,Delhi,2015,16607,First,22.7,1598.0,118.0,5.0,1.28,7.65,1,0,0,0,1,9,10319.108197
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,32205,First,17.11,1968.0,174.33,5.0,1.28,25.31,1,0,0,1,0,9,20011.253055
Renault Duster 110PS Diesel RxZ,Delhi,2013,67000,First,19.01,1461.0,108.45,5.0,1.28,4.75,1,0,0,0,1,11,41631.857
Maruti Swift Dzire VXI,Coimbatore,2014,57676,First,19.1,1197.0,85.8,5.0,1.28,6.69,0,0,1,0,1,10,35838.193796
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,First,16.47,1198.0,73.9,5.0,1.28,3.1,0,0,1,0,1,12,25476.211
Maruti Omni 8 Seater BSII,Jaipur,2012,65000,First,19.7,796.0,35.0,8.0,1.28,1.55,0,0,1,0,1,12,40389.115
Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,First,18.9,1197.0,81.86,5.0,1.28,6.84,0,0,1,1,0,5,7551.521763
Tata Nano Twist XT,Hyderabad,2014,16810,First,25.4,624.0,37.5,4.0,1.28,1.6,0,0,1,0,1,10,10445.24651
Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,First,17.84,1395.0,147.51,5.0,1.28,21.73,0,0,1,1,0,7,38040.953991
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,First,16.47,1198.0,74.0,5.0,1.28,4.75,0,0,1,0,1,9,13670.162
Maruti Alto 800 LXI,Chennai,2015,63714,First,22.74,796.0,47.3,5.0,1.28,2.45,0,0,1,0,1,9,39590.031894
Mini Cooper 5 DOOR D,Kochi,2019,14857,First,20.7,1496.0,113.98,5.0,1.28,31.55,1,0,0,1,0,5,9231.708947000001
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,Second,15.2,1968.0,140.8,5.0,1.28,10.25,1,0,0,1,0,12,42874.599
Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,First,12.62,2198.0,158.0,7.0,1.28,27.36,1,0,0,0,1,5,9101.842408
Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,Second,15.8,1499.0,110.0,5.0,1.28,6.5,0,0,1,0,1,11,62137.1
Hyundai Grand i10 Magna,Jaipur,2016,22000,First,18.9,1197.0,82.0,5.0,1.28,4.25,0,0,1,0,1,8,13670.162
Chevrolet Sail 1.2 LS,Mumbai,2014,10000,First,18.2,1199.0,82.4,5.0,1.28,5.5,0,0,1,0,1,10,6213.71
Maruti Swift Dzire LXI,Kolkata,2015,107000,First,20.85,1197.0,83.14,5.0,1.28,4.0,0,0,1,0,1,9,66486.697
Tata Zest Revotron 1.2T XM,Kochi,2017,48198,First,17.57,1193.0,88.7,5.0,1.28,4.65,0,0,1,0,1,7,29948.839458
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,First,19.27,2143.0,170.0,5.0,1.28,28.5,1,0,0,1,0,9,9320.565
Chevrolet Cruze LTZ,Coimbatore,2014,80073,First,17.3,1998.0,163.7,5.0,1.28,7.11,1,0,0,0,1,10,49755.040083
Maruti Ritz VDi,Hyderabad,2013,85388,First,21.1,1248.0,73.9,5.0,1.28,3.9,1,0,0,0,1,11,53057.626948
Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,First,18.9,1197.0,81.86,5.0,1.28,5.6,0,0,1,0,1,7,9134.1537
Maruti Dzire LDI,Pune,2012,150000,Third,28.4,1248.0,73.75,5.0,1.28,2.25,1,0,0,0,1,12,93205.65
Hyundai Verna 1.6 SX,Kolkata,2011,34994,First,22.32,1582.0,126.32,5.0,1.28,3.9,1,0,0,0,1,13,21744.256774
Jaguar XF Diesel,Coimbatore,2014,82536,First,14.74,2993.0,270.9,5.0,1.28,28.63,1,0,0,1,0,10,51285.476856
Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,First,13.7,1798.0,157.75,5.0,1.28,7.25,0,0,1,1,0,11,50952.422
Maruti Wagon R LXI,Pune,2006,52000,Second,18.9,998.0,67.1,5.0,1.28,2.0,0,0,1,0,1,18,32311.292
Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,First,16.47,1198.0,73.9,5.0,1.28,3.5,0,0,1,0,1,13,12427.42
Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,First,14.8,1799.0,130.2,5.0,1.28,5.0,0,0,1,0,1,13,34175.405
Maruti Wagon R VXI,Chennai,2014,52000,First,22.5,998.0,67.04,5.0,1.28,3.45,0,0,1,0,1,10,32311.292
Maruti Swift Dzire VDI,Kolkata,2013,43284,First,23.4,1248.0,74.0,5.0,1.28,4.5,1,0,0,0,1,11,26895.422364000002
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,First,13.0,1591.0,121.3,5.0,1.28,14.36,0,0,1,1,0,6,14835.232625
Hyundai Grand i10 Asta,Bangalore,2016,51866,First,18.9,1197.0,82.0,5.0,1.28,5.5,0,0,1,0,1,8,32228.028286
Nissan Micra Diesel XV Premium,Mumbai,2013,69000,First,23.08,1461.0,63.1,5.0,1.28,3.0,1,0,0,0,1,11,42874.599
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,First,18.9,1197.0,81.86,5.0,1.28,6.08,0,0,1,0,1,7,39014.642348
Volkswagen Vento Diesel Highline,Chennai,2013,150000,First,20.54,1598.0,103.6,5.0,1.28,5.0,1,0,0,0,1,11,93205.65
Toyota Fortuner 4x2 AT,Kochi,2015,47566,First,12.55,2982.0,168.5,7.0,1.28,20.25,1,0,0,1,0,9,29556.132986
Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,First,11.36,2755.0,171.5,7.0,1.28,18.0,1,0,0,1,0,6,12613.8313
Mercedes-Benz A Class A180 CDI,Pune,2015,48300,First,20.0,2143.0,107.3,5.0,1.28,17.5,1,0,0,1,0,9,30012.2193
Hyundai EON D Lite,Pune,2013,30000,First,21.1,814.0,55.2,5.0,1.28,2.1,0,0,1,0,1,11,18641.13
Hyundai Elantra CRDi SX,Bangalore,2012,36000,Second,22.7,1582.0,126.24,5.0,1.28,7.5,1,0,0,0,1,12,22369.356
Mini Cooper 3 DOOR D,Kochi,2015,27641,Second,20.7,1496.0,113.98,4.0,1.28,24.77,1,0,0,1,0,9,17175.315811
Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,First,19.64,1461.0,108.45,5.0,1.28,8.65,1,0,0,0,1,9,37282.26
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,First,10.91,3198.0,197.0,7.0,1.28,35.5,1,0,0,1,0,5,5592.339
Toyota Corolla Altis GL MT,Delhi,2014,60750,First,14.28,1798.0,138.03,5.0,1.28,10.5,0,0,1,0,1,10,37748.28825
Mahindra XUV500 W7,Delhi,2018,9000,First,14.0,2179.0,155.0,7.0,1.28,13.0,1,0,0,0,1,6,5592.339
BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,First,16.77,2993.0,261.49,5.0,1.66,26.5,1,0,0,1,0,12,25538.3481
Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Second,17.3,1061.0,64.0,5.0,1.28,1.4,0,0,1,0,1,20,37282.26
Honda City i VTEC SV,Kochi,2017,38424,First,17.8,1497.0,117.3,5.0,1.28,7.51,0,0,1,0,1,7,23875.559304
Maruti Swift VDI,Delhi,2014,50000,First,22.9,1248.0,74.0,5.0,1.28,4.3,1,0,0,0,1,10,31068.55
Honda City i-VTEC CVT VX,Mumbai,2015,19000,First,18.0,1497.0,117.3,5.0,1.28,8.95,0,0,1,1,0,9,11806.049
Maruti Ertiga VDI,Kochi,2015,58734,First,20.77,1248.0,88.76,7.0,1.28,6.91,1,0,0,0,1,9,36495.604314000004
Renault Duster 110PS Diesel RxZ,Coimbatore,2016,65257,First,19.01,1461.0,108.45,5.0,1.28,9.75,1,0,0,0,1,8,40548.807347
Maruti Swift Dzire VDi,Jaipur,2010,130000,Second,19.3,1248.0,73.9,5.0,1.28,4.0,1,0,0,0,1,14,80778.23
Maruti Ritz VDi,Hyderabad,2011,79000,First,23.2,1248.0,73.94,5.0,1.28,3.65,1,0,0,0,1,13,49088.309
Mahindra XUV500 W8 4WD,Chennai,2013,78000,First,15.1,2179.0,140.0,7.0,1.28,10.75,1,0,0,0,1,11,48466.938
Honda Brio S MT,Kochi,2015,49133,First,19.4,1198.0,86.8,5.0,1.28,4.51,0,0,1,0,1,9,30529.821343
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,First,0.0,2987.0,165.0,5.0,1.28,49.22,1,0,0,1,0,8,14147.996299
Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,First,21.02,1248.0,88.8,5.0,1.28,3.7,1,0,0,0,1,10,33832.408208
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,First,12.8,2494.0,102.0,7.0,1.28,12.99,1,0,0,0,1,10,98669.365203
Maruti Swift VXI,Delhi,2015,62088,First,18.6,1197.0,85.8,5.0,1.28,4.15,0,0,1,0,1,9,38579.682648
Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,First,17.01,1591.0,121.3,5.0,1.28,4.4,0,0,1,0,1,12,9196.2908
Honda Mobilio S i VTEC,Kolkata,2015,26000,First,17.3,1497.0,117.3,7.0,1.28,4.25,0,0,1,0,1,9,16155.646
Honda Amaze S i-Vtech,Mumbai,2017,32005,First,18.0,1198.0,86.7,5.0,1.28,4.25,0,0,1,0,1,7,19886.978855
Honda City i-VTEC CVT VX,Jaipur,2017,35000,First,18.0,1497.0,117.3,5.0,1.28,7.7,0,0,1,1,0,7,21747.985
Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,First,12.7,2179.0,187.7,5.0,1.28,39.75,1,0,0,1,0,9,32311.292
Honda City i-VTEC V,Mumbai,2017,11000,First,17.4,1497.0,117.3,5.0,1.28,8.5,0,0,1,0,1,7,6835.081
Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,First,9.5,2997.0,231.1,5.0,1.28,7.0,0,0,1,1,0,16,38525.002
Ford Ikon 1.3 Flair,Chennai,2002,65134,Third,13.8,1299.0,70.0,5.0,1.28,0.8,0,0,1,0,1,22,40472.378714
Toyota Fortuner 4x2 Manual,Delhi,2013,71000,First,13.0,2982.0,168.5,7.0,1.28,15.25,1,0,0,0,1,11,44117.341
Maruti A-Star Vxi,Hyderabad,2008,51366,First,19.0,998.0,66.1,5.0,1.28,2.25,0,0,1,0,1,16,31917.342786
Tata Sumo EX,Kolkata,2016,46300,First,14.07,1948.0,83.1,7.0,1.28,4.85,1,0,0,0,1,8,28769.4773
Honda City V AT,Coimbatore,2012,60908,Second,15.6,1497.0,116.3,5.0,1.28,6.42,0,0,1,1,0,12,37846.464868
Nissan Micra XV D,Chennai,2012,93450,Second,23.19,1461.0,63.12,5.0,1.28,2.5,1,0,0,0,1,12,58067.11995
Hyundai Verna SX CRDi AT,Hyderabad,2011,104000,First,19.08,1582.0,126.32,5.0,1.28,5.75,1,0,0,1,0,13,64622.584
Maruti 800 Std,Pune,2003,52000,First,16.1,796.0,37.0,4.0,1.28,0.5,0,0,1,0,1,21,32311.292
Mahindra XUV500 W8 4WD,Coimbatore,2015,42999,First,15.1,2179.0,140.0,7.0,1.28,11.52,1,0,0,0,1,9,26718.331629
Maruti SX4 VDI,Delhi,2014,90000,First,21.5,1248.0,88.8,5.0,1.28,4.5,1,0,0,0,1,10,55923.39
Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,First,15.0,1396.0,98.6,5.0,1.28,4.75,0,0,1,1,0,11,44738.712
Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,First,19.67,1582.0,126.2,5.0,1.28,13.54,1,0,0,0,1,5,33753.494091
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,59630,First,13.0,2143.0,201.1,5.0,1.28,23.41,1,0,0,1,0,9,37052.35273
Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,Second,12.55,2982.0,168.5,7.0,1.28,19.25,1,0,0,1,0,11,72079.03600000001
Volvo S60 D4 KINETIC,Ahmedabad,2015,34000,First,9.0,1984.0,181.0,5.0,1.28,20.0,1,0,0,1,0,9,21126.614
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,First,14.21,2143.0,203.0,5.0,1.28,13.0,1,0,0,1,0,13,43495.97
Honda Accord 2.4 Elegance M/T,Chennai,2010,80000,First,10.2,2354.0,180.0,5.0,1.28,3.99,0,0,1,0,1,14,49709.68
Honda Amaze S i-Dtech,Pune,2015,110000,First,25.8,1498.0,98.6,5.0,1.28,4.65,1,0,0,0,1,9,68350.81
Maruti Dzire ZDI,Ahmedabad,2013,56454,First,28.4,1248.0,73.75,5.0,1.28,4.65,1,0,0,0,1,11,35078.878434
Maruti Swift LXI,Kolkata,2013,60000,First,18.6,1197.0,85.8,5.0,1.28,3.15,0,0,1,0,1,11,37282.26
Toyota Corolla Altis G HV AT,Delhi,2013,56000,First,14.53,1798.0,138.1,5.0,1.28,8.25,0,0,1,1,0,11,34796.776
Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,Second,11.49,4367.0,335.3,5.0,1.28,65.0,1,0,0,1,0,12,39146.373
Maruti Swift VDI,Chennai,2012,63000,First,22.9,1248.0,74.0,5.0,1.28,4.5,1,0,0,0,1,12,39146.373
Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,First,16.3,1956.0,170.0,5.0,1.28,17.5,1,0,0,0,1,7,9351.63355
Maruti Swift VXI BSIV,Mumbai,2016,29401,First,20.4,1197.0,81.8,5.0,1.28,4.31,0,0,1,0,1,8,18268.928771
Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,First,18.7,1199.0,88.7,5.0,1.28,6.2,0,0,1,0,1,8,15682.161298
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,First,16.47,1198.0,73.9,5.0,1.28,3.32,0,0,1,0,1,13,36506.788992
Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,First,12.9,1799.0,130.0,5.0,1.28,3.75,0,0,1,1,0,13,38525.002
Toyota Etios G SP,Bangalore,2013,132000,First,16.78,1496.0,88.73,5.0,1.28,4.7,0,0,1,0,1,11,82020.972
Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,First,17.01,1591.0,121.3,5.0,1.28,6.5,0,0,1,0,1,8,31689.921000000002
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,First,12.8,2494.0,102.0,8.0,1.28,7.25,1,0,0,0,1,15,115077.9092
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,First,22.7,1598.0,118.0,5.0,1.28,8.94,1,0,0,0,1,8,38349.154007
Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,First,19.0,1194.0,94.68,5.0,1.28,7.34,0,0,1,0,1,6,5527.716416
Maruti Baleno Alpha 1.2,Delhi,2016,17000,First,21.4,1197.0,83.1,5.0,1.28,6.9,0,0,1,0,1,8,10563.307
Honda Jazz V,Mumbai,2016,31378,First,18.2,1199.0,88.7,5.0,1.28,5.9,0,0,1,0,1,8,19497.379238
Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,First,22.32,1582.0,126.3,5.0,1.28,6.75,1,0,0,1,0,11,70836.294
Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,First,25.8,1498.0,98.6,5.0,1.28,4.1,1,0,0,0,1,10,50331.051
Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,First,18.51,1968.0,147.51,5.0,1.28,27.0,1,0,0,1,0,7,19262.501
Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,First,15.0,1598.0,103.52,5.0,1.28,4.5,0,0,1,0,1,10,21747.985
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,First,17.11,1968.0,174.33,5.0,1.28,14.5,1,0,0,1,0,11,37282.881371
Maruti Swift Dzire VDI,Jaipur,2014,75074,First,23.4,1248.0,74.0,5.0,1.28,5.25,1,0,0,0,1,10,46648.806454
Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Second,22.3,1248.0,74.0,5.0,1.28,1.2,1,0,0,0,1,12,49709.68
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,Second,12.99,2494.0,100.6,8.0,1.28,4.95,1,0,0,0,1,18,91559.01685
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,First,19.64,1461.0,108.45,5.0,1.28,7.5,1,0,0,0,1,11,37282.26
Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,First,10.0,2996.0,333.0,4.0,1.28,48.0,0,0,1,1,0,9,4660.903871
Honda Amaze S i-Dtech,Delhi,2015,58000,First,25.8,1498.0,98.6,5.0,1.28,4.45,1,0,0,0,1,9,36039.518000000004
Mercedes-Benz GLE 350d,Coimbatore,2018,29277,First,11.57,2987.0,254.79,5.0,1.28,59.65,1,0,0,1,0,6,18191.878767000002
Maruti Ritz VDi,Kochi,2015,57034,First,23.2,1248.0,73.94,5.0,1.28,4.38,1,0,0,0,1,9,35439.273614
Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,First,28.09,1248.0,88.5,5.0,1.28,7.9,1,0,0,0,1,8,25358.15051
Hyundai Santro Xing GL,Bangalore,2008,35268,Second,0.0,1086.0,62.0,5.0,1.28,1.88,0,0,1,0,1,16,21914.512428
BMW 5 Series 520d Sedan,Mumbai,2008,81000,Second,18.48,1631.552572706935,113.80314403717087,5.0,1.28,10.5,1,0,0,1,0,16,50331.051
Maruti Baleno Delta CVT,Coimbatore,2018,34630,First,21.4,1197.0,83.1,5.0,1.28,7.29,0,0,1,1,0,6,21518.07773
Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,First,23.5,1498.0,88.7,5.0,1.28,6.0,1,0,0,0,1,12,28037.502262
Mahindra XUV500 W8 2WD,Chennai,2011,126000,Third,16.0,2179.0,140.0,7.0,1.28,6.7,1,0,0,0,1,13,78292.746
Maruti Alto LXi,Jaipur,2009,63000,First,19.7,796.0,46.3,5.0,1.28,1.5,0,0,1,0,1,15,39146.373
Mini Cooper 3 DOOR D,Kochi,2016,32298,First,20.7,1496.0,113.98,4.0,1.28,23.8,1,0,0,1,0,8,20069.040558
Mahindra XUV500 W8 4WD,Kochi,2014,63288,First,15.1,2179.0,140.0,7.0,1.28,7.77,1,0,0,0,1,10,39325.327848
Hyundai Santro Xing GLS,Coimbatore,2012,43337,First,17.92,1086.0,62.1,5.0,1.28,3.32,0,0,1,0,1,12,26928.355027
Maruti Swift VDI,Kochi,2015,46561,First,22.9,1248.0,74.0,5.0,1.28,4.94,1,0,0,0,1,9,28931.655131
Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Second,20.0,2143.0,107.3,5.0,1.28,11.0,1,0,0,1,0,11,21126.614
Renault KWID RXT,Hyderabad,2016,48000,First,25.17,799.0,53.3,5.0,1.28,3.4,0,0,1,0,1,8,29825.808
Maruti Swift VDI,Kochi,2013,56263,First,22.9,1248.0,74.0,5.0,1.28,4.17,1,0,0,0,1,11,34960.196573
Maruti Zen LXI,Hyderabad,2005,84060,Second,17.3,993.0,60.0,5.0,1.28,1.25,0,0,1,0,1,19,52232.44626
Hyundai Grand i10 Magna AT,Mumbai,2016,9000,First,18.9,1197.0,82.0,5.0,1.28,5.45,0,0,1,1,0,8,5592.339
Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,First,21.12,1248.0,88.8,5.0,1.28,2.59,1,0,0,0,1,12,49088.309
Mahindra XUV500 W10 AWD,Pune,2015,87900,First,16.0,2179.0,140.0,7.0,1.28,12.01,1,0,0,0,1,9,54618.5109
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Second,17.5,1197.0,85.8,5.0,1.28,2.45,0,0,1,0,1,14,45002.794675
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,First,15.73,1968.0,174.33,5.0,1.28,29.0,1,0,0,1,0,9,23612.098
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,First,14.84,2143.0,170.0,5.0,1.28,11.99,1,0,0,1,0,14,66486.697
Honda City i VTEC CVT VX,Delhi,2015,51000,First,18.0,1497.0,117.3,5.0,1.28,7.9,0,0,1,1,0,9,31689.921000000002
Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Third,12.8,2494.0,102.0,7.0,1.28,6.25,1,0,0,0,1,14,86991.94
Chevrolet Beat LT,Pune,2011,48000,Second,18.6,1199.0,79.4,5.0,1.28,1.8,0,0,1,0,1,13,29825.808
Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,First,18.7,1199.0,88.7,5.0,1.28,4.9,0,0,1,0,1,9,19262.501
Nissan Micra XL Primo,Jaipur,2010,75055,First,18.06,1198.0,75.0,5.0,1.28,2.25,0,0,1,0,1,14,46637.000405
Maruti Ciaz AT ZXi,Coimbatore,2017,51210,First,19.12,1373.0,91.1,5.0,1.28,8.89,0,0,1,1,0,7,31820.408910000002
Toyota Fortuner 4x2 AT,Mumbai,2012,87000,First,12.55,2982.0,168.5,7.0,1.28,15.0,1,0,0,1,0,12,54059.277
Ford Aspire Ambiente Diesel,Kolkata,2018,17000,First,26.1,1498.0,99.0,5.0,1.28,5.65,1,0,0,0,1,6,10563.307
Maruti Ertiga ZDI,Jaipur,2014,57000,First,20.77,1248.0,88.8,7.0,1.28,7.0,1,0,0,0,1,10,35418.147
Maruti Alto 800 LXI,Hyderabad,2016,9370,First,22.74,796.0,47.3,5.0,1.28,2.95,0,0,1,0,1,8,5822.24627
Honda Brio V MT,Chennai,2013,53226,First,19.4,1198.0,86.8,5.0,1.28,3.3,0,0,1,0,1,11,33073.092846
Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Second,16.2,1493.0,110.0,5.0,1.28,3.5,1,0,0,0,1,14,74564.52
Honda City 1.5 GXI,Jaipur,2007,75055,First,12.8,1493.0,100.0,5.0,1.28,2.3,0,0,1,0,1,17,46637.000405
Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,First,19.67,1582.0,126.2,5.0,1.28,13.69,1,0,0,0,1,7,23144.205637
Toyota Etios Liva GD,Delhi,2013,64000,First,23.59,1364.0,67.06,5.0,1.28,3.1,1,0,0,0,1,11,39767.744
Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,First,13.44,2359.0,198.25,5.0,1.28,12.75,0,0,1,0,1,10,7456.452
Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,First,19.67,1582.0,126.2,5.0,1.28,13.75,1,0,0,0,1,7,24953.016618
Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,First,18.7,1199.0,88.7,5.0,1.28,6.75,0,0,1,0,1,7,6835.081
Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,First,20.54,1598.0,103.6,5.0,1.28,5.25,1,0,0,0,1,10,43502.18371
Mahindra XUV500 W6 2WD,Mumbai,2015,82000,First,16.0,2179.0,140.0,7.0,1.28,8.75,1,0,0,0,1,9,50952.422
Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,First,18.49,1493.0,100.0,7.0,1.28,8.87,1,0,0,0,1,7,35579.082089
Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Second,11.1,2354.0,142.0,5.0,1.28,6.5,0,0,1,1,0,14,52195.164
Maruti Ertiga VDI,Pune,2012,168000,First,20.77,1248.0,88.76,7.0,1.28,4.5,1,0,0,0,1,12,104390.328
Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,First,12.83,2696.0,162.0,7.0,1.28,12.5,1,0,0,0,1,12,45776.40157
Toyota Fortuner 4x2 AT,Delhi,2014,89540,First,12.55,2982.0,168.5,7.0,1.28,16.8,1,0,0,1,0,10,55637.55934
Maruti Ertiga ZDI,Hyderabad,2016,85423,First,20.77,1248.0,88.8,7.0,1.28,8.75,1,0,0,0,1,8,53079.374933
Hyundai Elantra CRDi SX AT,Pune,2013,48823,First,19.5,1582.0,126.24,5.0,1.28,8.5,1,0,0,1,0,11,30337.196333
Hyundai i10 Magna 1.2,Kolkata,2011,35082,First,20.36,1197.0,78.9,5.0,1.28,2.21,0,0,1,0,1,13,21798.937422
Maruti Omni MPI STD BSIV,Jaipur,2012,126000,First,16.8,796.0,34.2,5.0,1.28,1.6,0,0,1,0,1,12,78292.746
Honda Amaze VX AT i-Vtech,Delhi,2016,19000,First,15.5,1198.0,86.7,5.0,1.28,6.25,0,0,1,1,0,8,11806.049
